Age,Gender,self_employed,family_history,treatment,work_interfere,remote_work,benefits,care_options,wellness_program,seek_help,leave,mental_health_consequence,phys_health_consequence,coworkers,supervisor,mental_health_interview,phys_health_interview
26,male,No,No,No,Often,No,No,No,No,No,Very difficult,Yes,No,No,No,No,Maybe
32,female,No,No,Yes,Sometimes,No,Yes,Yes,No,Don't know,Don't know,Maybe,No,Some of them,No,No,No
29,male,No,No,No,Don't Know,No,Don't know,Not sure,No,No,Don't know,Maybe,No,Some of them,Yes,Maybe,Yes
30,male,No,No,No,Don't Know,No,Yes,No,Yes,Yes,Don't know,Yes,Maybe,No,No,No,No
40,female,No,Yes,Yes,Sometimes,No,Yes,Yes,No,Yes,Somewhat easy,No,No,Yes,Yes,No,Maybe
23,male,No,No,Yes,Sometimes,No,No,No,No,No,Very difficult,Maybe,No,Yes,Yes,Yes,Yes
20,male,No,No,No,Rarely,No,No,No,No,No,Very difficult,Yes,Yes,Some of them,No,No,Maybe
38,male,No,Yes,No,Don't Know,No,Don't know,No,No,No,Somewhat difficult,No,No,Some of them,Yes,No,No
26,female,No,Yes,Yes,Rarely,No,Yes,No,No,No,Don't know,Maybe,Maybe,No,No,No,Maybe
29,male,No,No,No,Never,No,No,No,No,Don't know,Don't know,No,No,Some of them,Yes,No,Yes
40,male,Yes,No,No,Sometimes,Yes,No,Yes,No,No,Somewhat easy,No,No,Some of them,Some of them,Maybe,Maybe
25,female,No,No,Yes,Sometimes,Yes,No,No,No,No,Don't know,Maybe,Maybe,Yes,Some of them,Maybe,No
32,female,No,No,Yes,Sometimes,No,Yes,Yes,No,No,Don't know,Maybe,Maybe,Some of them,No,No,No
38,male,No,Yes,Yes,Sometimes,No,Yes,Yes,Yes,Yes,Don't know,Maybe,No,Some of them,No,No,Maybe
72,female,No,Yes,Yes,Never,Yes,Yes,Not sure,Don't know,Yes,Somewhat easy,Maybe,Maybe,Some of them,Yes,No,No
35,female,No,Yes,Yes,Sometimes,Yes,No,No,No,No,Don't know,Maybe,Maybe,Some of them,Some of them,No,No
28,female,No,No,Yes,Often,No,No,Yes,No,No,Very difficult,Yes,Maybe,Some of them,Some of them,No,No
27,female,No,No,No,Never,No,Don't know,Not sure,Don't know,Don't know,Don't know,No,No,Some of them,Yes,No,No
56,female,Yes,No,No,Rarely,Yes,Don't know,Not sure,Don't know,Don't know,Don't know,Maybe,Maybe,No,No,No,No
38,male,No,Yes,Yes,Sometimes,Yes,Yes,No,No,No,Don't know,Maybe,No,Some of them,Some of them,No,No
31,female,No,No,No,Don't Know,No,Don't know,Not sure,No,No,Very easy,Maybe,No,Some of them,Some of them,No,No
40,male,No,Yes,Yes,Sometimes,No,Yes,Yes,No,No,Don't know,Maybe,No,Some of them,No,No,No
44,male,No,Yes,Yes,Sometimes,No,Yes,Yes,No,Yes,Don't know,Maybe,No,Some of them,Some of them,No,No
34,male,No,Yes,No,Sometimes,No,Yes,Not sure,Yes,Yes,Don't know,Maybe,No,No,No,No,Maybe
37,male,No,No,No,Never,Yes,Don't know,No,No,No,Somewhat easy,No,No,Some of them,Yes,No,Yes
38,male,No,No,No,Never,No,Don't know,Not sure,Don't know,Don't know,Don't know,No,No,Some of them,Yes,Yes,Maybe
27,male,No,No,No,Don't Know,No,Don't know,Not sure,No,No,Don't know,No,No,Some of them,Yes,Yes,Yes
34,female,No,No,Yes,Sometimes,No,Yes,Yes,Yes,No,Don't know,Yes,Yes,Some of them,Some of them,No,No
35,female,No,No,No,Rarely,No,Don't know,No,No,No,Don't know,Maybe,No,Some of them,No,No,Maybe
34,male,No,No,Yes,Often,No,No,No,No,No,Somewhat difficult,Yes,Maybe,Some of them,Yes,No,Maybe
32,male,No,No,Yes,Often,Yes,Yes,Not sure,No,Don't know,Very difficult,Yes,Maybe,Some of them,No,No,No
25,male,No,No,No,Don't Know,No,Don't know,Not sure,No,Don't know,Don't know,Maybe,No,Some of them,Yes,No,No
28,male,No,No,Yes,Often,Yes,No,Yes,No,No,Don't know,Yes,No,No,No,No,Maybe
28,female,No,No,Yes,Rarely,No,Yes,No,No,No,Somewhat easy,Yes,Yes,Some of them,No,No,No
31,male,Yes,No,Yes,Don't Know,No,No,Yes,No,No,Don't know,No,No,Yes,Yes,No,Maybe
24,male,No,No,No,Don't Know,No,Don't know,Not sure,No,No,Somewhat easy,Maybe,Maybe,Some of them,Yes,No,Maybe
34,male,No,Yes,Yes,Never,Yes,No,No,No,No,Don't know,Maybe,No,Some of them,Yes,No,No
32,male,No,No,Yes,Sometimes,No,No,No,No,No,Somewhat easy,No,No,Some of them,Yes,No,Maybe
34,male,No,Yes,No,Often,Yes,Don't know,Not sure,No,No,Somewhat easy,Maybe,No,Some of them,Yes,Maybe,Yes
23,male,No,No,Yes,Sometimes,No,No,Yes,No,No,Very easy,Maybe,Maybe,Some of them,Yes,No,No
33,male,No,Yes,No,Often,No,No,Yes,No,No,Somewhat easy,No,No,Some of them,Yes,Maybe,Maybe
29,male,No,Yes,Yes,Sometimes,No,Don't know,Not sure,No,No,Somewhat difficult,Maybe,No,No,No,No,Maybe
24,male,No,Yes,No,Don't Know,No,No,No,No,No,Don't know,Maybe,Maybe,No,No,No,No
45,male,No,No,No,Never,Yes,Don't know,Not sure,No,No,Don't know,Yes,No,Yes,Some of them,No,No
34,female,No,No,Yes,Sometimes,No,No,Yes,No,Yes,Somewhat difficult,Maybe,Maybe,Some of them,Yes,No,Maybe
31,male,No,No,No,Sometimes,No,Don't know,No,No,No,Very difficult,Yes,Yes,Some of them,No,No,Maybe
33,male,No,No,Yes,Often,Yes,Yes,Yes,No,No,Don't know,Maybe,No,Some of them,No,No,Maybe
28,male,No,No,No,Don't Know,No,No,Not sure,No,No,Somewhat easy,Maybe,Maybe,Some of them,Some of them,No,No
27,male,No,No,No,Rarely,Yes,Don't know,Not sure,No,Yes,Don't know,No,No,Some of them,Yes,No,No
42,male,No,No,No,Never,No,No,Yes,No,No,Somewhat difficult,Yes,Yes,Some of them,Some of them,No,No
28,male,No,No,No,Don't Know,No,No,Not sure,No,No,Somewhat easy,Maybe,Maybe,Some of them,Some of them,No,No
38,male,No,No,Yes,Sometimes,Yes,Yes,No,Yes,Yes,Very easy,No,No,Yes,Yes,No,No
46,male,No,Yes,Yes,Often,No,Don't know,No,No,No,Don't know,Maybe,No,Some of them,No,No,No
46,male,No,Yes,Yes,Sometimes,Yes,Don't know,Not sure,Don't know,Don't know,Don't know,No,No,Some of them,Yes,Yes,Yes
41,female,Yes,No,Yes,Rarely,Yes,Don't know,Yes,Don't know,Yes,Somewhat easy,No,No,Yes,Yes,Yes,Yes
23,male,No,No,No,Never,No,Don't know,No,No,No,Somewhat easy,Maybe,No,Some of them,Some of them,No,Maybe
24,male,No,Yes,Yes,Sometimes,No,Yes,Yes,No,Yes,Somewhat easy,Maybe,No,Some of them,No,No,Maybe
23,female,No,No,Yes,Rarely,No,No,Yes,Yes,No,Don't know,No,No,Yes,Some of them,No,Maybe
39,male,No,No,No,Don't Know,No,Yes,Not sure,Yes,Don't know,Somewhat easy,Maybe,Maybe,No,Some of them,No,No
32,female,No,Yes,No,Never,No,Yes,Yes,Don't know,Yes,Don't know,Maybe,No,Some of them,Some of them,No,No
25,male,No,Yes,Yes,Sometimes,No,Don't know,Yes,No,No,Somewhat easy,Yes,No,Some of them,Some of them,No,Maybe
39,male,No,No,No,Don't Know,Yes,No,No,No,No,Don't know,Yes,No,No,No,No,No
23,female,No,Yes,Yes,Sometimes,No,No,Yes,No,Yes,Very easy,No,No,Yes,Yes,Maybe,Maybe
24,male,Yes,No,Yes,Sometimes,Yes,No,No,No,No,Don't know,Maybe,Maybe,Some of them,Some of them,No,Maybe
25,male,No,Yes,Yes,Sometimes,No,Yes,Yes,Yes,Yes,Very easy,No,No,Yes,Yes,Yes,Yes
23,male,No,No,Yes,Rarely,No,No,Yes,No,No,Don't know,No,No,Yes,Yes,No,Maybe
24,trans,No,No,Yes,Sometimes,No,Don't know,No,No,Don't know,Don't know,Yes,Maybe,No,No,No,Maybe
23,male,No,No,Yes,Often,No,Yes,Yes,Yes,Don't know,Don't know,Maybe,No,Yes,Some of them,No,No
60,male,No,No,Yes,Often,Yes,Don't know,No,Yes,Don't know,Somewhat easy,Maybe,Maybe,Some of them,No,No,Maybe
28,male,No,No,No,Sometimes,No,No,Yes,No,No,Don't know,Yes,Maybe,No,No,No,No
28,male,No,Yes,Yes,Often,No,Yes,Yes,Yes,Yes,Somewhat easy,Yes,Maybe,Some of them,Yes,No,No
30,male,No,No,No,Sometimes,No,Don't know,No,No,No,Don't know,Maybe,No,Yes,Yes,Maybe,Yes
31,male,No,Yes,Yes,Sometimes,No,Don't know,No,No,No,Somewhat easy,No,No,Some of them,No,No,No
31,male,Yes,No,Yes,Often,Yes,No,No,No,No,Somewhat easy,Maybe,No,Some of them,No,No,No
28,male,No,No,Yes,Rarely,No,Don't know,No,No,Don't know,Don't know,Maybe,No,No,No,No,Maybe
43,female,No,Yes,Yes,Rarely,Yes,Yes,Yes,No,Yes,Don't know,No,No,Some of them,Yes,No,No
32,female,No,No,No,Don't Know,No,No,No,No,Don't know,Don't know,Maybe,No,Some of them,Yes,No,Yes
22,male,No,Yes,Yes,Often,No,Yes,Yes,Yes,Yes,Don't know,Maybe,Maybe,No,Yes,No,Maybe
32,male,No,No,No,Never,No,Yes,Not sure,Don't know,Yes,Somewhat easy,No,No,No,Some of them,Maybe,Yes
36,male,No,No,Yes,Often,No,No,No,No,No,Very difficult,Yes,No,Some of them,No,No,Maybe
41,female,No,Yes,Yes,Sometimes,No,Yes,No,No,Don't know,Don't know,Yes,Maybe,No,No,No,No
30,male,No,Yes,Yes,Sometimes,No,Yes,Yes,Don't know,No,Very easy,No,No,Yes,Yes,Maybe,Maybe
30,male,Yes,Yes,Yes,Often,No,Yes,Not sure,Yes,Yes,Don't know,No,No,Some of them,Yes,Maybe,Maybe
36,male,No,Yes,Yes,Often,No,No,Yes,No,No,Somewhat easy,No,No,Some of them,Yes,No,Yes
29,male,No,Yes,Yes,Sometimes,Yes,Yes,Yes,Yes,No,Don't know,Yes,No,Some of them,No,No,Maybe
36,male,No,Yes,No,Rarely,No,Don't know,No,Yes,Yes,Somewhat easy,Maybe,Maybe,Some of them,Some of them,No,No
26,male,No,No,Yes,Don't Know,No,No,No,No,No,Somewhat easy,No,No,Some of them,Some of them,No,No
32,male,No,Yes,Yes,Often,Yes,Yes,Yes,No,No,Somewhat difficult,No,No,Some of them,Yes,No,No
34,male,No,Yes,Yes,Sometimes,No,Yes,Yes,No,No,Somewhat difficult,Yes,Yes,No,No,No,No
46,female,No,No,No,Don't Know,Yes,No,Yes,No,No,Don't know,Yes,No,No,No,No,No
25,male,No,Yes,Yes,Sometimes,No,Yes,Yes,No,No,Don't know,Maybe,No,Some of them,No,No,No
